0 5
1.59992e-05 5.00205
0.000127974 5.0082
0.000431806 5.01843
0.00102318 5.03275
0.0019975 5.05112
0.00344978 5.07354
0.00547457 5.09997
0.00816582 5.13037
0.0116168 5.16473
0.0159202 5.20299
0.0211675 5.24511
0.0274496 5.29103
0.0348561 5.34072
0.0434756 5.3941
0.0533955 5.45111
0.0647018 5.51169
0.0774792 5.57577
0.0918109 5.64326
0.107779 5.71409
0.125462 5.78818
0.14494 5.86544
0.166288 5.94577
0.189582 6.02909
0.214893 6.11529
0.242292 6.20427
0.271849 6.29593
0.303629 6.39015
0.337695 6.48684
0.374111 6.58586
0.412935 6.68712
0.454224 6.79048
0.498032 6.89583
0.544412 7.00303
0.593413 7.11198
0.645081 7.22253
0.69946 7.33455
0.75659 7.44792
0.816512 7.5625
0.879259 7.67815
0.944864 7.79474
1.01336 7.91214
1.08476 8.0302
1.15911 8.14878
1.23641 8.26774
1.31669 8.38695
1.39996 8.50626
1.48624 8.62554
1.57552 8.74464
1.66781 8.86341
1.76313 8.98173
1.86146 9.09945
1.96279 9.21644
2.06714 9.33254
2.17447 9.44764
2.28479 9.56158
2.39806 9.67424
2.51428 9.78548
2.63341 9.89517
2.75543 10.0032
2.88032 10.1094
3.00803 10.2136
3.13854 10.3158
3.27179 10.4158
3.40776 10.5136
3.5464 10.6088
3.68765 10.7016
3.83147 10.7917
3.9778 10.879
4.12659 10.9635
4.27777 11.045
4.43129 11.1235
4.58708 11.1987
4.74507 11.2707
4.90519 11.3394
5.06737 11.4046
5.23153 11.4663
5.3976 11.5244
5.56549 11.5788
5.73513 11.6294
5.90642 11.6763
6.07928 11.7192
6.25363 11.7582
6.42936 11.7932
6.60639 11.8241
6.78463 11.8509
6.96397 11.8736
7.14432 11.892
7.32558 11.9062
7.50764 11.9162
7.6904 11.9218
7.87377 11.9232
8.05762 11.9202
8.24187 11.9128
8.42639 11.901
8.61107 11.8849
8.79582 11.8643
8.98052 11.8394
9.16505 11.8101
9.3493 11.7764
9.53317 11.7383
9.71654 11.6958
9.89929 11.6491
10.0813 11.5979
10.2625 11.5425
10.4427 11.4828
10.6219 11.4189
10.7998 11.3508
10.9765 11.2785
11.1517 11.2021
11.3255 11.1215
11.4976 11.037
11.6679 10.9485
11.8364 10.856
12.0029 10.7597
12.1673 10.6595
12.3296 10.5556
12.4895 10.448
12.6471 10.3367
12.8021 10.2219
12.9546 10.1036
13.1043 9.98192
13.2512 9.85686
13.3952 9.72853
13.5362 9.59701
13.6741 9.46237
13.8088 9.32469
13.9402 9.18406
14.0682 9.04056
14.1927 8.89427
14.3138 8.74528
14.4311 8.59366
14.5448 8.43952
14.6547 8.28293
14.7607 8.12398
14.8628 7.96276
14.9608 7.79935
15.0548 7.63385
15.1447 7.46634
15.2303 7.29691
15.3117 7.12564
15.3888 6.95263
15.4614 6.77795
15.5297 6.6017
15.5935 6.42397
15.6528 6.24483
15.7075 6.06436
15.7576 5.88267
15.8031 5.69981
15.8439 5.51589
15.8801 5.33097
15.9115 5.14513
15.9382 4.95846
15.9601 4.77102
15.9773 4.5829
15.9896 4.39416
15.9972 4.20488
16 4.01513
15.998 3.82497
15.9912 3.63447
15.9795 3.4437
15.9631 3.25271
15.942 3.06157
15.9161 2.87034
15.8854 2.67908
15.85 2.48783
15.8099 2.29666
15.7652 2.1056
15.7158 1.91472
15.6618 1.72406
15.6032 1.53366
15.5402 1.34356
15.4726 1.15381
15.4006 0.964448
15.3243 0.775503
15.2436 0.587012
15.1586 0.399007
15.0694 0.211519
14.9761 0.0245762
14.8787 -0.161796
14.7772 -0.347572
14.6718 -0.532731
14.5626 -0.717253
14.4495 -0.901117
14.3327 -1.08431
14.2123 -1.26681
14.0883 -1.44862
13.9608 -1.62971
13.8299 -1.81007
13.6957 -1.98971
13.5583 -2.16861
13.4178 -2.34677
13.2743 -2.52418
13.1279 -2.70084
12.9786 -2.87675
12.8266 -3.05191
12.6719 -3.22632
12.5148 -3.39999
12.3552 -3.57291
12.1933 -3.74509
12.0292 -3.91653
11.863 -4.08725
11.6949 -4.25724
11.5248 -4.42652
11.353 -4.59509
11.1795 -4.76296
11.0045 -4.93014
10.828 -5.09663
10.6503 -5.26246
10.4713 -5.42762
10.2913 -5.59212
10.1102 -5.75599
9.92833 -5.91921
9.74569 -6.08181
9.56241 -6.2438
9.37862 -6.40517
9.19442 -6.56595
9.00992 -6.72613
8.82524 -6.88574
8.6405 -7.04476
8.45579 -7.20322
8.27124 -7.36112
8.08694 -7.51845
7.90302 -7.67524
7.71957 -7.83147
7.5367 -7.98716
7.35452 -8.1423
7.17313 -8.2969
6.99263 -8.45096
6.81312 -8.60447
6.6347 -8.75743
6.45747 -8.90985
6.28153 -9.0617
6.10695 -9.213
5.93385 -9.36373
5.7623 -9.51388
5.5924 -9.66345
5.42422 -9.81242
5.25786 -9.96078
5.09339 -10.1085
4.93089 -10.2556
4.77043 -10.4021
4.6121 -10.5479
4.45596 -10.6929
4.30207 -10.8373
4.15051 -10.981
4.00134 -11.1239
3.85461 -11.266
3.71039 -11.4073
3.56872 -11.5478
3.42967 -11.6874
3.29327 -11.8261
3.15958 -11.9639
3.02863 -12.1008
2.90047 -12.2366
2.77513 -12.3715
2.65265 -12.5052
2.53306 -12.6379
2.41637 -12.7695
2.30263 -12.8999
2.19184 -13.0291
2.08403 -13.157
1.97921 -13.2836
1.87739 -13.4089
1.77859 -13.5329
1.68279 -13.6554
1.59001 -13.7764
1.50025 -13.8959
1.4135 -14.0139
1.32975 -14.1303
1.249 -14.245
1.17122 -14.358
1.09641 -14.4693
1.02453 -14.5788
0.955578 -14.6864
0.889515 -14.7922
0.826315 -14.896
0.765946 -14.9979
0.708373 -15.0977
0.653559 -15.1955
0.601462 -15.2911
0.55204 -15.3846
0.505246 -15.4759
0.461031 -15.5649
0.419344 -15.6516
0.380132 -15.736
0.343336 -15.8179
0.308899 -15.8975
0.27676 -15.9745
0.246854 -16.0491
0.219115 -16.1211
0.193476 -16.1904
0.169866 -16.2572
0.148213 -16.3213
0.128442 -16.3827
0.110478 -16.4413
0.0942424 -16.4972
0.0796556 -16.5503
0.0666361 -16.6005
0.0551011 -16.6479
0.0449662 -16.6923
0.0361454 -16.7339
0.0285516 -16.7725
0.0220964 -16.8082
0.0166903 -16.8408
0.0122428 -16.8705
0.00866218 -16.8972
0.00585615 -16.9208
0.00373149 -16.9413
0.00219435 -16.9588
0.00115026 -16.9732
0.000504268 -16.9845
0.000161041 -16.9928
2.49252e-05 -16.9979
6.46373e-08 -17
-9.50783e-06 -16.9989
-9.97746e-05 -16.9947
-0.000366637 -16.9875
-0.000905821 -16.9772
-0.00181278 -16.9637
-0.0031826 -16.9472
-0.00510989 -16.9276
-0.00768874 -16.905
-0.0110125 -16.8793
-0.015174 -16.8506
-0.0202648 -16.8189
-0.0263761 -16.7842
-0.0335975 -16.7465
-0.042018 -16.7059
-0.0517249 -16.6624
-0.0628048 -16.6159
-0.0753423 -16.5666
-0.0894209 -16.5144
-0.105123 -16.4594
-0.122528 -16.4017
-0.141714 -16.3411
-0.16276 -16.2779
-0.185738 -16.212
-0.210724 -16.1434
-0.237786 -16.0723
-0.266994 -15.9985
-0.298416 -15.9223
-0.332114 -15.8435
-0.368151 -15.7623
-0.406588 -15.6787
-0.447481 -15.5928
-0.490884 -15.5045
-0.536851 -15.4139
-0.585432 -15.3212
-0.636672 -15.2262
-0.690616 -15.1291
-0.747306 -15.0299
-0.80678 -14.9287
-0.869075 -14.8255
-0.934223 -14.7203
-1.00225 -14.6133
-1.0732 -14.5044
-1.14707 -14.3936
-1.2239 -14.2812
-1.30371 -14.167
-1.3865 -14.0511
-1.47229 -13.9337
-1.5611 -13.8146
-1.65291 -13.6941
-1.74774 -13.572
-1.84559 -13.4486
-1.94645 -13.3237
-2.05032 -13.1975
-2.15718 -13.07
-2.26702 -12.9412
-2.37982 -12.8112
-2.49557 -12.68
-2.61424 -12.5476
-2.73581 -12.4142
-2.86024 -12.2797
-2.9875 -12.1441
-3.11757 -12.0076
-3.25039 -11.8701
-3.38593 -11.7317
-3.52414 -11.5923
-3.66498 -11.4521
-3.80839 -11.3111
-3.95433 -11.1692
-4.10273 -11.0266
-4.25354 -10.8832
-4.40669 -10.739
-4.56212 -10.5941
-4.71977 -10.4486
-4.87955 -10.3023
-5.04141 -10.1555
-5.20526 -10.0079
-5.37103 -9.85975
-5.53864 -9.71097
-5.708 -9.56159
-5.87903 -9.41162
-6.05165 -9.26107
-6.22576 -9.10996
-6.40128 -8.95828
-6.57812 -8.80604
-6.75617 -8.65325
-6.93534 -8.49992
-7.11553 -8.34603
-7.29665 -8.19161
-7.47859 -8.03664
-7.66125 -7.88112
-7.84453 -7.72506
-8.02831 -7.56845
-8.2125 -7.41129
-8.39698 -7.25358
-8.58165 -7.0953
-8.7664 -6.93645
-8.95111 -6.77704
-9.13567 -6.61704
-9.31998 -6.45645
-9.50392 -6.29526
-9.68737 -6.13347
-9.87023 -5.97107
-10.0524 -5.80805
-10.2337 -5.64439
-10.4141 -5.48009
-10.5934 -5.31514
-10.7716 -5.14953
-10.9484 -4.98325
-11.1239 -4.81628
-11.2979 -4.64864
-11.4703 -4.48029
-11.6409 -4.31124
-11.8097 -4.14147
-11.9765 -3.97099
-12.1413 -3.79978
-12.3039 -3.62783
-12.4642 -3.45515
-12.6221 -3.28172
-12.7776 -3.10755
-12.9305 -2.93263
-13.0806 -2.75695
-13.228 -2.58053
-13.3724 -2.40336
-13.5139 -2.22544
-13.6523 -2.04678
-13.7875 -1.86737
-13.9195 -1.68724
-14.048 -1.50638
-14.1731 -1.3248
-14.2947 -1.14252
-14.4127 -0.959543
-14.527 -0.775891
-14.6375 -0.591577
-14.7441 -0.406619
-14.8468 -0.221037
-14.9455 -0.0348521
-15.0401 0.151912
-15.1307 0.339229
-15.217 0.527072
-15.299 0.715412
-15.3768 0.904216
-15.4502 1.09345
-15.5191 1.28308
-15.5836 1.47307
-15.6436 1.66338
-15.6991 1.85397
-15.7499 2.04478
-15.7962 2.23579
-15.8377 2.42693
-15.8746 2.61816
-15.9068 2.80942
-15.9342 3.00067
-15.9569 3.19184
-15.9748 3.38288
-15.988 3.57373
-15.9963 3.76432
-15.9999 3.9546
-15.9986 4.14449
-15.9926 4.33393
-15.9817 4.52285
-15.9661 4.71117
-15.9457 4.89883
-15.9205 5.08576
-15.8906 5.27187
-15.8559 5.45709
-15.8166 5.64134
-15.7726 5.82454
-15.7239 6.00662
-15.6707 6.18748
-15.6129 6.36705
-15.5505 6.54525
-15.4837 6.72198
-15.4124 6.89716
-15.3367 7.07072
-15.2567 7.24255
-15.1724 7.41257
-15.0839 7.58071
-14.9912 7.74686
-14.8945 7.91094
-14.7937 8.07287
-14.6889 8.23255
-14.5802 8.3899
-14.4678 8.54484
-14.3516 8.69726
-14.2317 8.8471
-14.1082 8.99426
-13.9813 9.13866
-13.851 9.28021
-13.7173 9.41884
-13.5804 9.55445
-13.4404 9.68698
-13.2974 9.81634
-13.1514 9.94245
-13.0025 10.0652
-12.851 10.1846
-12.6967 10.3005
-12.54 10.4129
-12.3808 10.5217
-12.2193 10.6268
-12.0555 10.7282
-11.8896 10.8257
-11.7218 10.9194
-11.552 11.0092
-11.3805 11.0951
-11.2073 11.1769
-11.0325 11.2546
-10.8562 11.3282
-10.6787 11.3977
-10.4999 11.4629
-10.32 11.524
-10.1391 11.5808
-9.95735 11.6332
-9.77482 11.6814
-9.59164 11.7252
-9.40792 11.7647
-9.22377 11.7998
-9.03932 11.8305
-8.85466 11.8569
-8.66992 11.8788
-8.4852 11.8963
-8.30062 11.9095
-8.11627 11.9183
-7.93228 11.9227
-7.74875 11.9227
-7.56578 11.9185
-7.38349 11.9099
-7.20196 11.897
-7.02131 11.8799
-6.84164 11.8586
-6.66304 11.8331
-6.48562 11.8035
-6.30946 11.7698
-6.13466 11.7321
-5.96132 11.6904
-5.78951 11.6448
-5.61934 11.5953
-5.45089 11.5421
-5.28423 11.4852
-5.11945 11.4246
-4.95663 11.3605
-4.79585 11.293
-4.63717 11.222
-4.48067 11.1478
-4.32643 11.0703
-4.17449 10.9898
-4.02493 10.9063
-3.87781 10.8198
-3.73319 10.7306
-3.59111 10.6387
-3.45164 10.5442
-3.31481 10.4472
-3.18069 10.3479
-3.0493 10.2464
-2.92069 10.1428
-2.79491 10.0372
-2.67197 9.92976
-2.55191 9.82059
-2.43476 9.70983
-2.32055 9.59761
-2.20929 9.48406
-2.101 9.36932
-1.99571 9.25352
-1.89341 9.1368
-1.79412 9.0193
-1.69785 8.90116
-1.60459 8.78251
-1.51435 8.6635
-1.42712 8.54427
-1.34289 8.42495
-1.26166 8.30569
-1.18341 8.18664
-1.10813 8.06792
-1.03578 7.94968
-0.966366 7.83206
-0.899844 7.71519
-0.83619 7.59923
-0.775373 7.48429
-0.717357 7.37052
-0.662106 7.25805
-0.609579 7.14702
-0.559734 7.03755
-0.512524 6.92978
-0.467902 6.82383
-0.425816 6.71982
-0.386213 6.61788
-0.349037 6.51813
-0.314229 6.42069
-0.281727 6.32567
-0.25147 6.23318
-0.22339 6.14333
-0.197422 6.05624
-0.173493 5.97199
-0.151533 5.8907
-0.131468 5.81245
-0.113221 5.73734
-0.0967157 5.66546
-0.0818717 5.5969
-0.0686081 5.53173
-0.0568423 5.47002
-0.0464901 5.41187
-0.0374658 5.35732
-0.0296825 5.30645
-0.0230519 5.25932
-0.0174848 5.21599
-0.0128907 5.17649
-0.00917819 5.14089
-0.00625502 5.10922
-0.00402811 5.08152
-0.0024037 5.05783
-0.00128743 5.03816
-0.000584411 5.02255
-0.000199362 5.01101
-3.66736e-05 5.00356
-5.17097e-07 5.00021
